variant,date,sequences
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-22,2.333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-23,0.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-24,2.3333333333333335
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-25,4.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-26,0.6666666666666666
A/Oregon/11/2025|EPI_ISL_19726898,2025-02-28,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-02,0.5
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-03,2.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-04,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-05,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-07,2.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-11,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-14,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-18,1.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-25,0.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-26,1.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-03-27,0.3333333333333333
A/Oregon/11/2025|EPI_ISL_19726898,2025-04-01,1.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-04-02,1.0
A/Oregon/11/2025|EPI_ISL_19726898,2025-04-08,0.3333333333333333
A/Oregon/261/2024|EPI_ISL_19628222,2024-06-14,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-07-11,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-07-23,0.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-08-18,0.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-11,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-14,0.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-18,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-22,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-24,0.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-09-28,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-03,0.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-10,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-11,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-12,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-16,1.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-17,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-18,1.5
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-19,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-20,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-21,3.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-22,3.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-23,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-24,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-26,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-28,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-10-29,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-02,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-04,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-05,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-07,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-11,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-12,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-15,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-19,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-20,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-23,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-11-28,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-02,4.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-05,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-08,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-09,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-12,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-13,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-16,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-21,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-24,5.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-27,3.0
A/Oregon/261/2024|EPI_ISL_19628222,2024-12-30,3.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-05,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-08,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-10,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-11,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-12,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-13,2.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-18,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-01-21,1.0
A/Oregon/261/2024|EPI_ISL_19628222,2025-03-19,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-05-05,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-05-07,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-05-10,1.5
A/Pakistan/306/2024|EPI_ISL_19678641,2024-05-14,0.5
A/Pakistan/306/2024|EPI_ISL_19678641,2024-06-01,0.5
A/Pakistan/306/2024|EPI_ISL_19678641,2024-08-28,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-01,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-02,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-04,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-09,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-10,3.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-13,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-14,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-18,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-19,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-20,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-22,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-23,3.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-24,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-25,3.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-09-26,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-02,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-05,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-10,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-12,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-14,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-15,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-16,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-18,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-21,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-22,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-24,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-26,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-28,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-10-31,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-03,0.5
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-12,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-15,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-16,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-26,0.5
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-27,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-11-30,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-01,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-05,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-11,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-12,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-18,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-20,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-24,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-29,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-30,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2024-12-31,3.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-02,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-06,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-07,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-09,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-12,3.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-14,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-15,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-18,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-19,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-20,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-21,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-22,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-23,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-27,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-01-30,2.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-02-06,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-02-07,0.5
A/Pakistan/306/2024|EPI_ISL_19678641,2025-02-16,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,2025-03-04,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-06-17,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-06-18,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-06-24,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-06-26,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-02,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-17,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-18,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-20,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-22,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-23,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-25,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-29,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-07-31,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-07,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-08,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-09,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-10,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-11,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-13,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-14,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-16,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-17,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-18,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-19,3.3333333333333335
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-21,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-22,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-23,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-24,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-27,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-30,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-08-31,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-02,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-03,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-04,2.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-05,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-06,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-07,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-08,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-09,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-10,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-11,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-12,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-13,4.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-15,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-16,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-17,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-18,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-19,6.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-20,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-22,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-23,0.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-24,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-25,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-26,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-27,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-09-30,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-01,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-02,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-03,1.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-05,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-06,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-07,4.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-08,2.3333333333333335
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-09,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-10,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-11,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-12,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-14,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-15,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-16,8.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-17,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-18,3.6666666666666665
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-19,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-20,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-21,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-22,7.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-23,12.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-24,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-25,9.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-26,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-27,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-28,12.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-29,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-30,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-10-31,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-01,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-02,2.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-03,3.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-04,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-05,12.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-06,7.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-07,7.666666666666667
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-09,4.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-10,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-11,9.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-12,9.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-13,10.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-14,9.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-15,11.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-16,8.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-17,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-18,9.833333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-19,7.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-20,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-21,8.833333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-22,9.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-23,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-24,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-25,19.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-26,16.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-27,20.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-28,10.833333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-29,15.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-11-30,3.6666666666666665
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-01,16.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-02,21.166666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-03,16.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-04,22.166666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-05,25.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-06,18.166666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-07,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-08,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-09,16.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-10,25.166666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-11,28.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-12,25.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-13,23.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-14,18.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-15,10.833333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-16,31.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-17,33.666666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-18,24.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-19,34.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-20,26.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-21,12.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-22,12.833333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-23,24.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-24,22.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-25,6.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-26,24.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-27,36.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-28,9.0
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-29,13.5
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-30,37.666666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2024-12-31,32.333333333333336
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-01,13.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-02,25.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-03,27.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-04,22.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-05,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-06,38.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-07,31.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-08,29.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-09,40.333333333333336
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-10,26.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-11,17.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-12,9.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-13,37.833333333333336
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-14,39.166666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-15,40.666666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-16,28.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-17,28.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-18,18.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-19,13.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-20,30.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-21,35.666666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-22,32.833333333333336
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-23,33.333333333333336
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-24,19.666666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-25,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-26,5.833333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-27,29.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-28,35.166666666666664
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-29,17.333333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-30,26.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-01-31,15.166666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-01,8.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-02,12.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-03,26.166666666666668
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-04,28.833333333333332
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-05,14.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-06,9.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-07,7.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-08,4.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-09,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-10,10.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-11,11.333333333333334
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-12,14.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-13,8.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-14,10.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-15,4.666666666666667
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-16,6.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-17,13.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-18,10.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-19,10.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-20,11.166666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-21,4.666666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-22,2.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-23,4.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-24,7.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-25,6.5
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-26,6.166666666666666
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-27,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-02-28,4.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-01,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-02,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-03,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-04,3.333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-05,1.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-06,5.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-07,4.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-08,3.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-09,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-10,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-11,1.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-12,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-13,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-14,1.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-17,0.5
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-20,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-21,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-25,0.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-26,0.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-27,0.3333333333333333
A/Qatar/83328/2024|EPI_ISL_19686976,2025-03-29,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,2025-04-08,0.3333333333333333
A/Qinghai-Chengzhong/SWL1410/2024|EPI_ISL_19599394,2024-05-28,1.0
A/Qinghai-Chengzhong/SWL1410/2024|EPI_ISL_19599394,2024-06-05,1.0
A/Qinghai-Chengzhong/SWL1410/2024|EPI_ISL_19599394,2024-06-06,1.0
